record_id,country,age,gender,marital,,,child_dependants,healthtype_3,healthtype_2,role,role_other,healthtype,screening_2,jobrole,,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
200,Uganda,29,Female,Living with partner,,,2,Entebbe,private,Dentist,,maternity,more than one day per week,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,somewhat agree,most of the time,more than half of the time,more than half of the time,
201,Uganda,28,Male,Married,,,1,WAKISO,public,Allied health professional,,Laboratory,daily,Fulltime,,NA,No,No,Yes,Yes,Yes,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,somewhat disagree,strongly disagree,strongly disagree,somewhat disagree,somewhat agree,somewhat disagree,somewhat agree,disagree,agree,agree,agree,agree,neither agree nor disagree,at no time,some of the time,at no time,
202,Uganda,31,Female,Married,,,2,Wakiso,public,Allied health professional,,Laboratory,NA,Fulltime,,No,No,Yes,NA,Yes,Yes,disagree,disagree,somewhat agree,disagree,somewhat agree,disagree,somewhat agree,disagree,disagree,disagree,NA,disagree,somewhat agree,somewhat agree,disagree,somewhat agree,somewhat agree,NA,NA,NA,less than half of the time,some of the time,less than half of the time,
203,Uganda,28,Male,Living with partner,,,1,Katabi,public,Social worker/counsellor,,Medical unit,daily,Fulltime,,NA,NA,Yes,NA,Yes,NA,agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,disagree,agree,NA,agree,agree,agree,agree,agree,NA,NA,disagree,less than half of the time,most of the time,most of the time,
204,Uganda,24,Female,Single (never married),,,1,Wakiso,public,Nurse,,Medical unit,daily,student,,No,No,Yes,Yes,Yes,No,disagree,agree,agree,disagree,agree,disagree,strongly agree.,somewhat agree,somewhat disagree,disagree,NA,agree,somewhat agree,agree,agree,strongly agree.,agree,disagree,agree,strongly agree.,at no time,some of the time,all of the time,
205,Uganda,31,Female,Married,,,3,Wakiso,public,Midwife,,maternity,more than one day per week,Fulltime,,No,No,No,No,Yes,Yes,disagree,disagree,disagree,strongly disagree,somewhat agree,strongly disagree,somewhat agree,somewhat agree,disagree,strongly disagree,disagree,strongly disagree,somewhat disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,less than half of the time,less than half of the time,some of the time,
206,Uganda,37,Male,Single (never married),,,1,Wakiso,public,Administrative,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,somewhat agree,somewhat agree,somewhat agree,somewhat disagree,somewhat agree,strongly disagree,somewhat agree,agree,strongly disagree,disagree,somewhat disagree,agree,somewhat disagree,agree,somewhat agree,strongly agree.,strongly agree.,somewhat disagree,strongly agree.,strongly agree.,at no time,most of the time,most of the time,
207,Uganda,38,Male,Married,,,2,Wakiso,NA,Other,,Laboratory,more than one day per week,Fulltime,,Yes,No,Yes,Yes,Yes,No,somewhat agree,somewhat disagree,somewhat agree,disagree,somewhat agree,disagree,somewhat disagree,somewhat agree,strongly disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,NA,NA,some of the time,some of the time,most of the time,
208,Uganda,36,Female,Married,,,5+,Wakiso,public,Nurse,,Medical unit,daily,Fulltime,,NA,Yes,Yes,Yes,Yes,Not sure,disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat disagree,strongly disagree,disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,NA,NA,somewhat agree,somewhat agree,somewhat agree,most of the time,most of the time,most of the time,
209,Uganda,30,Male,Living with partner,,,None,Wakiso,private,Allied health professional,Pharmacy technici,Other,daily,part time,,Yes,Yes,Yes,No,Yes,No,disagree,strongly disagree,neither agree nor disagree,strongly agree.,strongly agree.,neither agree nor disagree,strongly agree.,somewhat agree,strongly disagree,disagree,strongly disagree,agree,somewhat agree,somewhat agree,somewhat agree,agree,agree,disagree,agree,agree,at no time,most of the time,most of the time,
210,Uganda,31,Male,Married,,,2,Wakiso,private,Allied health professional,Non,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,neither agree nor disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,disagree,disagree,somewhat agree,disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,disagree,somewhat agree,disagree,some of the time,all of the time,all of the time,
211,Uganda,41,Male,Married,,,4,Entebbe,private,Allied health professional,None,Medical unit,daily,part time,,No,No,No,No,Yes,Yes,disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,disagree,somewhat agree,NA,somewhat agree,disagree,strongly disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,neither agree nor disagree,somewhat agree,somewhat agree,at no time,at no time,at no time,
212,Uganda,28,Male,Single (never married),,,1,Entebbe,public,Allied health professional,Research Fellow ,Laboratory,NA,Fulltime,,No,No,No,No,Yes,No,agree,strongly agree.,strongly agree.,somewhat agree,strongly agree.,agree,strongly agree.,agree,agree,strongly disagree,somewhat agree,agree,agree,agree,agree,agree,somewhat agree,disagree,somewhat agree,somewhat agree,most of the time,all of the time,most of the time,
213,Uganda,NA,Female,Single (never married),,,1,,private,Other,,Laboratory,NA,Fulltime,,No,No,Yes,No,Not sure,NA,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,some of the time,at no time,at no time,
214,Uganda,46,Female,Single (never married),,,1,Entebbe -UVRI ,private,Other,,Laboratory,NA,Fulltime,,No,No,Yes,No,Not sure,NA,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,some of the time,at no time,at no time,
215,Uganda,40,Male,Married,,,5+,Enttebbe,public,Nurse,,Medical unit,daily,Fulltime,,Unsure,No,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,at no time,at no time,
216,Uganda,27,Female,Married,,,4,Wakiso,public,Nurse,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,Not sure,neither agree nor disagree,neither agree nor disagree,strongly agree.,disagree,agree,agree,agree,agree,neither agree nor disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
217,Uganda,40,Male,Married,,,5+,Enttebbe,public,Nurse,,Medical unit,daily,Fulltime,,Unsure,No,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,at no time,at no time,
218,Uganda,27,Female,Married,,,4,Wakiso,public,Nurse,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,Not sure,neither agree nor disagree,neither agree nor disagree,strongly agree.,disagree,agree,agree,agree,agree,neither agree nor disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
219,Uganda,47,Male,Married,,,5+,Wakiso,private,Allied health professional,None ,Medical unit,daily,Fulltime,,No,No,No,No,Not sure,Not sure,somewhat agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,agree,strongly agree.,disagree,at no time,some of the time,most of the time,
220,Uganda,30,Female,Living with partner,,,1,Wakiso,public,Nurse,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,No,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,some of the time,all of the time,most of the time,
221,Uganda,36,Female,Single (never married),,,2,Wakiso,public,Administrative,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,NA,NA,some of the time,some of the time,some of the time,
222,Uganda,45,Female,Married,,,2,wakiso,public,Nurse,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,NA,disagree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree,strongly agree.,disagree,less than half of the time,all of the time,all of the time,
223,Uganda,35,Male,Married,,,2,Wakiso,public,Allied health professional,Laboratory ,Medical unit,NA,Fulltime,,Yes,Yes,No,No,Yes,Yes,agree,agree,agree,somewhat agree,strongly disagree,agree,agree,agree,somewhat disagree,strongly disagree,strongly disagree,agree,strongly agree.,agree,NA,agree,somewhat agree,agree,somewhat agree,somewhat agree,at no time,some of the time,some of the time,
224,Uganda,39,Female,Married,,,2,Wakiso,public,Administrative,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,some of the time,some of the time,some of the time,
225,Uganda,43,Female,Married,,,4,Wakiso,public,Nurse,,Medical unit,daily,Fulltime,,No,No,Yes,Yes,Yes,No,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,at no time,at no time,at no time,
226,Uganda,43,Male,Married,,,5+,Wakiso ,public,Allied health professional,Laboratory technician ,Medical unit,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,neither agree nor disagree,strongly disagree,disagree,somewhat disagree,somewhat disagree,disagree,disagree,somewhat disagree,somewhat disagree,disagree,disagree,disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,disagree,disagree,most of the time,most of the time,most of the time,
227,Uganda,28,Female,Single (never married),,,None,Wakiso,private,Other,,Laboratory,daily,Fulltime,,No,No,Unsure,No,No,No,strongly disagree,somewhat disagree,somewhat agree,strongly disagree,somewhat agree,disagree,somewhat agree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,agree,strongly disagree,at no time,most of the time,most of the time,
228,Uganda,29,Female,Single (never married),,,None,Wakiso,private,Other,,maternity,NA,Fulltime,,No,No,Yes,No,Yes,Yes,somewhat agree,agree,somewhat agree,somewhat agree,strongly agree.,strongly disagree,strongly agree.,agree,NA,neither agree nor disagree,strongly disagree,strongly agree.,agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,most of the time,most of the time,most of the time,
229,Uganda,26,Female,Married,,,None,Entebbe,private,Administrative,,Other,daily,Fulltime,,No,No,Yes,Yes,Yes,NA,disagree,agree,agree,neither agree nor disagree,agree,agree,somewhat agree,somewhat agree,agree,somewhat agree,disagree,strongly agree.,agree,agree,agree,agree,agree,agree,agree,neither agree nor disagree,most of the time,all of the time,all of the time,
230,Uganda,31,Male,Married,,,2,Wakiso ,public,Social worker/counsellor,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,most of the time,all of the time,all of the time,
231,Uganda,39,Male,Married,,,3,Katabi,public,Other,,Medical unit,more than one day per week,Fulltime,,No,No,Yes,No,Yes,No,disagree,agree,agree,agree,strongly agree.,disagree,agree,agree,disagree,somewhat disagree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,somewhat agree,neither agree nor disagree,some of the time,some of the time,some of the time,
232,Uganda,31,Male,Married,,,4,Wakiso,public,Allied health professional,Public health dental officer ,Medical unit,more than one day per week,Fulltime,,No,No,No,No,No,No,somewhat agree,somewhat agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,disagree,somewhat agree,agree,somewhat agree,agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,some of the time,all of the time,all of the time,
233,Uganda,52,Female,Married,,,3,Wakiso,public,Midwife,,maternity,daily,Fulltime,,No,No,Yes,No,Yes,No,disagree,disagree,disagree,somewhat agree,neither agree nor disagree,agree,agree,agree,disagree,somewhat agree,neither agree nor disagree,agree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,most of the time,most of the time,most of the time,
234,Uganda,41,Female,Married,,,3,Katabi ,public,Nurse,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,NA,Yes,No,somewhat disagree,somewhat agree,agree,somewhat disagree,somewhat disagree,neither agree nor disagree,agree,agree,disagree,somewhat disagree,neither agree nor disagree,agree,somewhat disagree,neither agree nor disagree,agree,disagree,neither agree nor disagree,somewhat disagree,somewhat disagree,somewhat disagree,at no time,at no time,some of the time,
235,Uganda,26,Female,Single (never married),,,None,Entebbe,private,Allied health professional,Laboratory technician,Laboratory,daily,Fulltime,,Unsure,No,Yes,Yes,Yes,NA,somewhat agree,agree,strongly agree.,somewhat agree,agree,agree,agree,neither agree nor disagree,strongly agree.,neither agree nor disagree,strongly disagree,strongly agree.,strongly agree.,agree,agree,strongly agree.,strongly agree.,neither agree nor disagree,neither agree nor disagree,strongly disagree,some of the time,all of the time,more than half of the time,
