cid,id,country,age,sex,marital,education,educ other,chn,region,hospital,job role,other prof,work unit,contact freq,job type,train years,experience_1,experience_2,experience_3,e_do_care,can manage,continue manage,general training,received ipc training,can don,can follow,55) s_can protect,is protected,will use,proto exists,can access,has isolation,get support,expected I follow,expected to follow,colleagues follow,encouraged by staff,concerned about family,risk concerned,afraid of patients,accept risk,trust_1,trust_2,trust_3
hcw_8690,278,Senegal,38,Féminin,Marié,DESS,,1,Dakar,hopital de niveau I,Médical (e),,Centre de santé,Quotidiennement,,7,No,Yes ,Yes ,,Totally agree,Totally agree,disagree,disagree,Da'ccord,rather disagree,not agree at all,rather pas 'agree,somewhat agree,Yes ,No, Do not know, Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,totally agree
hcw_8691,279,Senegal,46,Féminin,Marié,Doctorat,,5,Saint louis,Centre/poste de santé/district,Paramédical (e),,Hopital,,,20,No,Yes ,No,,rather  disagree,without opinion,rather agree,rather disagree,rather Agree,rather agree,somewhat agree,agree,Absolutely agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , part of the time,most of the time ,rather agree
hcw_8692,280,Senegal,28,Féminin,Marié,Licence,,4,Dakar,hopital de niveau III,Médical (e),,Centre de santé,,,8, Do not know,Yes ,No,,not agree at all,not agree at all,,,,,,,,Yes ,No, Do not know,Yes ,,Yes , Do not know,No,Yes ,Yes ,Yes ,No, part of the time, at no moment,disagree
hcw_8693,281,Senegal,27,Féminin,Marié,Master,,3,Dakar,hopital de niveau I,Etudiant (e),,Hopital,,,7,Yes ,Yes ,Yes ,,Totally agree,Totally agree,agree,agree,Da'ccord,Absolutely agree,Absolutely agree,agree,Absolutely agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,totally agree
hcw_8694,282,Senegal,27,Féminin,Célibataire,Doctorat,,2,Dakar,hopital de niveau III,Etudiant (e),,Centre de traitement des épidémies (CTE),more than one day per week,,7,No,Yes ,Yes ,,Totally agree,Totally agree,without opinion,without opinion,Da'ccord,Absolutely agree,Sans Opinoion,somewhat agree,Absolutely agree,Yes ,Yes ,Yes , Do not know,totally agree, Do not know, Do not know,Yes ,Yes ,Yes ,No,Yes ,All the time,most of the time ,without opinion
hcw_8695,283,Senegal,28,Féminin,Célibataire,Doctorat,,0,Thies,Centre/poste de santé/district,Etudiant (e),,Centre de traitement des épidémies (CTE),more than one day per week,,,Yes ,Yes ,Yes ,,Agree,without opinion,agree,totally agree,Option totally agree,Absolutely agree,agree,somewhat agree,Absolutely agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,  more than half the time,rather agree
hcw_8696,284,Senegal,27,Masculin,Marié,Doctorat,,1,Dakar,hopital de niveau III,Médical (e),,Poste de santé,Quotidiennement,,,No,Yes ,No,,without opinion,without opinion,not agree at all,not agree at all,rather disagree,rather disagree,disagree,agree,agree,Yes ,No,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , at no moment,All the time,totally agree
hcw_8697,285,Senegal,26,Féminin,Célibataire,Doctorat,,0,Dakar,hopital de niveau III,Etudiant (e),,Hopital,Quotidiennement,,7,No,Yes ,Yes ,,Agree,Totally agree,agree,agree,Da'ccord,Absolutely agree,agree,agree,agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,All the time,  more than half the time,rather agree
hcw_8698,286,Senegal,27,Féminin,Marié,Doctorat,,0,Dakar,hopital de niveau III,Etudiant (e),,Hopital,Quotidiennement,,7, Do not know,Yes ,Yes ,,rather Agree,without opinion,without opinion,agree,Da'ccord,agree,somewhat agree,agree,agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,No,No,No,Yes ,  more than half the time, less than half the time,without opinion
hcw_8699,287,Senegal,44,Masculin,Célibataire,Doctorat,,0,Dakar,Etablissement privé,Médical (e),,Centre de traitement des épidémies (CTE),more than one day per week,,15,Yes ,Yes ,Yes ,,Agree,without opinion,agree,totally agree,Option totally agree,Absolutely agree,agree,somewhat agree,Absolutely agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,  more than half the time,rather agree
hcw_8700,288,Senegal,40,Féminin,Marié,Doctorat,,2,Dakar,Etablissement privé,,,Centre de traitement des épidémies (CTE),Aucun contact avec les patients,,10,No,Yes ,No,,Agree,Agree,totally agree,totally agree,Da'ccord,agree,rather pas Agree,agree,agree,Yes ,No,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,  more than half the time,most of the time ,agree
hcw_8701,289,Senegal,56,Masculin,Marié,Master,,4,Dakar,Centre/poste de santé/district,Paramédical (e),,Cabinet médical privé,,,23,,Yes ,No,,Agree,Agree,agree,agree,Da'ccord,agree,disagree,agree,Absolutely agree,Yes ,No, Do not know,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , at no moment, less than half the time,rather agree
hcw_8702,290,Senegal,,Féminin,Marié,Licence,,2,Thies,Centre/poste de santé/district,Paramédical (e),,Centre de santé,Quotidiennement,,15,Yes ,Yes ,Yes ,,Agree,Agree,rather disagree,somewhat agree,Da'ccord,agree,agree,agree,agree,Yes ,Yes ,Yes ,No,totally agree,Yes ,No,"Yes , No",No,"Yes , No",No,Yes , less than half the time, part of the time,rather disagree
hcw_8703,291,Senegal,41,Féminin,Marié,,,1,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de santé,Quotidiennement,,9,No,Yes ,No,,Agree,Agree,agree,somewhat agree,rather Agree,rather disagree,disagree,agree,agree,No,No,No,Yes ,agree,Yes ,Yes ,Yes ,No,Yes ,No,Yes ,All the time, part of the time,agree
hcw_8704,292,Senegal,36,Féminin,Marié,Licence,,2,Thies,Centre/poste de santé/district,Paramédical (e),,Centre de santé,Quotidiennement,,10,No,Yes ,,,without opinion,without opinion,totally agree,totally agree,disagree,agree,Absolutely agree,not agree at all,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,without opinion
hcw_8705,293,Senegal,42,Masculin,Divorce(e),Licence,,0,Dakar,autre,Médical (e),,,,,20,No,Yes ,No,,rather Agree,without opinion,rather disagree,somewhat agree,,,rather pas Agree,rather pas 'agree,agree,Yes ,,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,agree
hcw_8706,294,Senegal,56,Masculin,Marié,Doctorat,,3,Dakar,Institut de Recherche,,,,,,25,No,,,,rather Agree,rather Agree,totally agree,totally agree,Option totally agree,Absolutely agree,somewhat agree,somewhat agree,agree,Yes ,Yes ,No,No,totally agree,Yes , Do not know, Do not know,No,No,No,No,most of the time ,most of the time ,agree
hcw_8707,295,Senegal,43,Masculin,Marié,Doctorat,,1,Dakar,Institut de Recherche,Médical (e),,,,,16,Yes ,Yes ,Yes ,,Totally agree,Totally agree,totally agree,totally agree,Da'ccord,Absolutely agree,Absolutely agree,agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,totally agree
hcw_8708,296,Senegal,38,Masculin,Marié,CES,,2,Dakar,Etablissement privé,Administratif et technique,,Hopital,Quotidiennement,,10,No,Yes ,No,,Totally agree,Totally agree,totally agree,totally agree,Da'ccord,Absolutely agree,Absolutely agree,somewhat agree,Absolutely agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,All the time,All the time,totally agree
hcw_8709,297,Senegal,46,Féminin,Marié,Master,,1,Dakar,hopital de niveau III,Médical (e),,,,,15,No,Yes ,No,,Agree,Agree,totally agree,totally agree,Da'ccord,agree,agree,agree,Absolutely agree,Yes ,Yes , Do not know, Do not know,totally agree,Yes ,Yes ,,Yes ,Yes ,,Yes ,most of the time ,  more than half the time,agree
hcw_8710,298,Senegal,44,Masculin,s,Licence,,2,  , ,Autre,,Centre de traitement des épidémies (CTE),,,15,No,Yes ,No,,Totally agree,Totally agree,rather disagree,agree,not agree at all,rather disagree,rather pas Agree,rather pas 'agree,without opinion,Yes ,Yes ,Yes ,Yes ,not agree at all,Yes ,Yes ,Yes ,Yes ,Yes ,,Yes ,All the time,All the time,totally agree
hcw_8711,299,Senegal,32,Masculin,Marie,Doctorat,,1,  , ,Médical (e),,Autres (A préciser)................................,,,3,No,Yes ,No,,somewhat agree,somewhat agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,Yes ,No,No,Yes ,somewhat agree agree,Yes ,No,Yes ,Yes ,Yes ,Yes ,Yes , less than half the time, less than half the time,Somewhat disagree
hcw_8712,300,Senegal,24,Masculin,Marie,Doctorat,,2,  , ,Paramédical (e),,Hopital,more than one day per week,,1,Yes ,Yes ,Yes ,,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,All the time,All the time," rather agree, agree"
hcw_8713,301,Senegal,53,Masculin,Celibataire,Certificat,,0,  , ,Médical (e),,Hopital,Aucun contact avec les patients,,17,No,Yes ,No,,totally agree,somewhat agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,somewhat agree agree,totally agree,somewhat agree agree,somewhat agree agree,No,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,All the time,All the time," rather agree, agree"
hcw_8714,302,Senegal,29,Masculin,Marie,CES,,4,Dakar,hopital de niveau III,Médical (e),,Hopital,Aucun contact avec les patients,,7, Do not know,Yes ,No,,somewhat agree, Disagree,totally agree,Assez  Disagree,strongly  Disagree,totally agree,Assez  Disagree,totally agree,totally agree,Yes ,Yes ,No,Yes ,totally agree,Yes ,No,Yes ,Yes ,Yes ,No,Yes ,All the time,most of the time ," rather agree, agree"
hcw_8715,303,Senegal,44,Masculin,mari(é),DESS,,0,Dakar,hopital de niveau III,Paramédical (e),,hopital,aucun contact avec les patients,,12,No,Yes ,No,,Totally agree,totally agree,agree,agree,agree,agree,agree,totally agree,agree,Yes ,Yes ,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,most of the time,most of the time,agree
hcw_8716,304,Senegal,39,Féminin,mari(é),licence,,3,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,6,No,Yes ,No,,somewhat agree,somewhat agree,rather agree,somewhat agree,rather agree,rather agree,rather agree,rather agree,rather agree,Yes ,Yes ,Yes ,Yes ,rather agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time,most of the time,rather agree
hcw_8717,305,Senegal,28,Féminin,célibataire,baccalauréat,,5,Dakar,hopital de niveau III,Paramédical (e),,hopital,quotidiennement,,7,No,Yes ,Yes ,,Totally agree,Agree,agree,totally agree,totally agree,agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,most of the time,most of the time,totally agree agree
hcw_8718,306,Senegal,35,Masculin,célibataire,BFEM,,2,Dakar,hopital de niveau III,Paramédical (e),,hopital,quotidiennement,,13,Yes ,Yes ,Yes ,,Agree,Agree,agree,agree,agree,agree,agree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,totally agree agree
hcw_8719,307,Senegal,40,Masculin,mari(é),baccalauréat,,2,Dakar,hopital de niveau III,Paramédical (e),,hopital,quotidiennement,,18,Yes ,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,totally agree agree
hcw_8720,308,Senegal,27,Féminin,mari(é),master,,3,Dakar,hopital de niveau III,Médical (e),,hopital,aucun contact avec les patients,,2,No,Yes ,No,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , more than half the time,most of the time,rather agree
hcw_8721,309,Senegal,26,Féminin,célibataire,licence,,2,Dakar,hopital de niveau III,Paramédical (e),,hopital,aucun contact avec les patients,,2,No,Yes ,No,,Agree,Agree,not agree at all,totally agree,without opinion,totally agree,totally agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,All the time,All the time,totally agree agree
hcw_8722,310,Senegal,23,Masculin,célibataire,master,,2,Dakar,hopital de niveau III,Paramédical (e),,hopital,aucun contact avec les patients,,2, Do not know,Yes ,No,,Totally agree,totally agree,agree,agree,totally agree,totally agree,rather agree,rather agree,totally agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8723,311,Senegal,27,Féminin,célibataire,master,,5,Dakar,hopital de niveau III,Paramédical (e),,hopital,aucun contact avec les patients,,4, Do not know,Yes ,No,,Agree,Agree,rather agree,agree,rather agree,agree,agree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8724,312,Senegal,56,Masculin,célibataire,doctorat,,6,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,31, Do not know,Yes ,No,,Totally agree,totally agree,rather agree,agree,agree,agree,totally agree,rather agree,agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8725,313,Senegal,45,Féminin,mari(é),master,,3,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,23,No,Yes ,No,,Agree,Agree,without opinion,somewhat agree,agree,agree,agree,rather agree,agree,Yes ,Yes ,Yes ,Yes ,rather agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time,most of the time,rather agree
hcw_8726,314,Senegal,28,Féminin,mari(é),licence,,5,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,4, Do not know,Yes ,No,,Agree,Agree,rather agree,agree,totally agree,totally agree,agree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,most of the time,All the time,agree
hcw_8727,315,Senegal,25,Féminin,mari(é),doctorat,,0,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,2,Yes ,Yes ,No,,Agree,Agree,agree,somewhat agree,agree,agree,agree,rather agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8728,316,Senegal,30,Féminin,mari(é),master,,0,Dakar,hopital de niveau III,Médical (e),,hopital,aucun contact avec les patients,,5,Yes ,Yes ,No,,somewhat agree,somewhat agree,rather agree,somewhat agree,rather agree,rather agree,rather agree,without opinion,rather agree,Yes ,Yes ,Yes ,Yes ,without opinion,Yes ,Yes , Do not know,Yes ,Yes ,Yes ,Yes ,most of the time,most of the time,agree
hcw_8729,317,Senegal,26,Féminin,célibataire,DESS,,0,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,3,Yes ,Yes ,No,,without opinion,without opinion,without opinion,without opinion,totally agree,totally agree,totally agree,totally agree,agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes , Do not know,Yes ,Yes ,Yes ,Yes ,most of the time,most of the time,agree
hcw_8730,318,Senegal,25,Féminin,célibataire,master,,2,Dakar,hopital de niveau III,Paramédical (e),,hopital,aucun contact avec les patients,,2,No,Yes ,No,,somewhat agree,somewhat agree,without opinion,somewhat agree,totally agree,totally agree,rather agree,rather agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,rather agree
hcw_8731,319,Senegal,24,Féminin,célibataire,master,,3,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,1, Do not know,Yes ,No,,without opinion,without opinion,agree,agree,totally agree,totally agree,totally agree,rather agree,rather agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,rather agree
hcw_8732,320,Senegal,45,Féminin,célibataire,master,,5,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,18,Yes ,Yes ,No,,without opinion,somewhat agree,rather agree,somewhat agree,agree,agree,rather agree,rather agree,agree,Yes ,Yes ,Yes ,Yes ,without opinion,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8733,321,Senegal,54,Féminin,préfère ne pas répondre,licence,,2,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,30,Yes ,Yes ,No,,Agree,Agree,rather agree,agree,rather agree,totally agree,agree,rather agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8734,322,Senegal,40,Féminin,mari(é),licence,,1,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,10,Yes ,Yes ,No,,somewhat agree,Agree,rather agree,somewhat agree,rather agree,agree,rather agree,rather agree,agree,No,Yes ,Yes ,Yes ,rather agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,rather agree
hcw_8735,323,Senegal,30,Masculin,mari(é),licence,,3,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,2,Yes ,Yes ,No,,somewhat agree,Agree,agree,agree,agree,totally agree,agree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8736,324,Senegal,50,Masculin,célibataire,licence,,1,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,28,Yes ,Yes ,No,,Agree,Agree,agree,agree,agree,agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8737,325,Senegal,30,Féminin,mari(é),licence,,4,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,5,Yes ,Yes ,No,,Agree,Agree,agree,agree,agree,agree,agree,agree,rather agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8738,326,Senegal,32,Féminin,mari(é),doctorat,,0,Dakar,hopital de niveau III,Paramédical (e),,hopital, Do not know,,4,Yes ,Yes ,No,,Agree,Agree,agree,agree,agree,agree,agree,rather agree,agree,Yes ,Yes ,Yes ,Yes ,agree,No,Yes ,No,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8739,327,Senegal,24,Féminin,mari(é),licence,,2,Dakar,Centre/poste de santé/district,Paramédical (e),,hopital, Do not know,,5,No,No,No,,somewhat agree,somewhat agree,rather agree,somewhat agree,rather agree,rather agree,rather agree,rather agree,rather agree,Yes ,Yes ,Yes ,No,rather agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time, more than half the time,rather agree
hcw_8740,328,Senegal,34,Masculin,Célibataire,Master,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Plus d'un jour pas semaine,,8,No,Yes ,Yes ,,totally agree,totally agree,totally agree,totally agree,agree,totally agree,agree,Option 1,totally agree,Yes ,Yes ,No,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,Tout_le_temps,Tout_le_temps,totally agree
hcw_8741,329,Senegal,30,Féminin,Célibataire,Master,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,,,4, Do not know,Yes ,No,,totally agree,totally agree,totally agree,totally agree,Option 1,totally agree,somewhat agree,Option 1,totally agree,Yes ,Yes ,No,Yes ,totally agree,Yes , Do not know,Yes ,Yes ,No,No,Yes ,Tout_le_temps,Tout_le_temps,rather agree
hcw_8742,330,Senegal,38,Féminin,Célibataire,Licence,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,14,No,Yes ,Yes ,,totally agree,totally agree,totally agree,totally agree,Option 1,totally agree,somewhat agree,Option 1,totally agree,Yes ,Yes ,No,No,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,Tout_le_temps,La_plupart_de_le_temps,rather agree
hcw_8743,331,Senegal,39,Féminin,Célibataire,BFEM,,5,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,2,No,Yes ,No,,agree,agree,rather disagree,agree,without opinion,somewhat agree,somewhat agree,Option 1,totally agree,No,Yes ,No,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,Tout_le_temps,less than half the time,rather disagree
