record_id,age,gender,role,role_other,healthtype,healthtype_2,healthtype_3,screening,screening_2,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
317,25,Female,Nurse,,Medical unit,private,Wakiso,Yes,more than one day per week,Fulltime,Living with partner,1,Yes,Yes,No,Yes,Yes,Yes,Yes,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,most of the time,all of the time,all of the time,
318,24,Female,Nurse,,Medical unit,private,wakiso,Yes,daily,Fulltime,Single (never married),Prefer not to say,Yes,No,No,Yes,No,Yes,Yes,agree,agree,strongly agree.,strongly agree.,agree,disagree,strongly agree.,agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,disagree,agree,agree,all of the time,all of the time,all of the time,
319,30,Female,Midwife,,maternity,private,Wakiso,Yes,more than one day per week,Fulltime,Living with partner,2,Yes,Yes,Yes,Yes,No,Not sure,Not sure,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,strongly agree.,strongly agree.,at no time,at no time,at no time,
320,25,Female,Nurse,,emergency,private,Wakiso,Yes,more than one day per week,Fulltime,Single (never married),None,Yes,Yes,No,Yes,Yes,Yes,Yes,somewhat agree,agree,agree,neither agree nor disagree,agree,agree,strongly agree.,somewhat disagree,somewhat agree,agree,neither agree nor disagree,strongly agree.,agree,agree,agree,agree,agree,disagree,somewhat agree,agree,most of the time,less than half of the time,some of the time,
321,37,Male,Nurse,,emergency,private,wakiso district,Yes,daily,Fulltime,Married,4,no,Yes,Yes,Yes,Yes,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,disagree,disagree,disagree,most of the time,most of the time,more than half of the time,
322,28,Male,Nurse,,Other,private,Wakiso Entebbe,Yes,daily,Fulltime,Single (never married),None,no,Yes,No,Yes,Yes,Yes,Yes,strongly agree.,agree,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
323,34,Male,Medical doctor,,emergency,private,Wakiso,Yes,daily,Fulltime,Married,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,agree,somewhat agree,strongly agree.,strongly agree.,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,agree,somewhat agree,more than half of the time,some of the time,most of the time,
324,40,Female,Allied health professional,Laboratory ,Laboratory,private,Kampala ,Yes,daily,Fulltime,Married,3,no,No,No,No,No,Yes,Yes,disagree,somewhat agree,agree,agree,agree,disagree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,strongly agree.,agree,disagree,disagree,agree,some of the time,most of the time,all of the time,
325,40,Female,Allied health professional,,Laboratory,private,Kampala ,Yes,daily,Fulltime,Married,3,no,No,No,No,No,Yes,Yes,disagree,somewhat agree,agree,agree,agree,disagree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,strongly agree.,agree,disagree,disagree,agree,some of the time,most of the time,all of the time,
326,27,Female,Allied health professional,,Laboratory,private,Ssembabule,Yes,daily,student,Single (never married),None,no,Yes,No,Yes,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,NA,all of the time,all of the time,all of the time,
327,27,Female,Allied health professional,,Laboratory,private,Ssembabule,Yes,daily,student,Single (never married),None,no,Yes,No,Yes,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,NA,all of the time,all of the time,all of the time,
328,27,Female,Allied health professional,Laboratory technician ,Laboratory,private,Kampala ,Yes,daily,student,Single (never married),1,Yes,No,Yes,No,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,less than half of the time,most of the time,all of the time,
329,25,Female,Allied health professional,Student,Laboratory,NA,,Yes,rarely,student,Single (never married),None,no,No,No,Yes,No,Yes,Yes,strongly agree.,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,disagree,agree,NA,NA,agree,disagree,agree,agree,disagree,disagree,disagree,agree,agree,NA,NA,NA,
330,55,Male,Medical doctor,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Married,4,no,NA,No,Yes,Yes,NA,NA,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,disagree,strongly disagree,disagree,disagree,disagree,disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,most of the time,most of the time,most of the time,
331,23,Male,Allied health professional,No,Laboratory,private,Kampala,Yes,daily,student,Single (never married),None,Yes,No,No,No,No,Yes,Yes,agree,agree,agree,somewhat agree,agree,somewhat disagree,agree,agree,agree,neither agree nor disagree,somewhat agree,agree,agree,strongly agree.,agree,strongly agree.,agree,disagree,agree,agree,less than half of the time,most of the time,most of the time,
332,35,Male,Social worker/counsellor,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Living with partner,2,Yes,No,Yes,No,No,Yes,Yes,somewhat agree,somewhat agree,agree,agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,neither agree nor disagree,agree,agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,some of the time,some of the time,some of the time,
333,35,Female,Nurse,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Living with partner,1,no,No,No,No,No,Yes,NA,somewhat agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,NA,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,at no time,all of the time,all of the time,
334,33,Male,Allied health professional,Lab scientist,Laboratory,public,Wakiso,Yes,daily,Fulltime,Living with partner,3,no,Yes,No,Yes,Yes,Yes,No,somewhat agree,somewhat agree,neither agree nor disagree,agree,agree,agree,agree,disagree,disagree,somewhat disagree,disagree,agree,disagree,somewhat agree,somewhat agree,agree,agree,strongly agree.,disagree,disagree,some of the time,some of the time,most of the time,
335,35,Male,Allied health professional,Laboratory technician,Medical unit,private,Wagagai H/C IV ,Yes,daily,Fulltime,Married,1,no,No,No,No,No,Yes,Yes,strongly agree.,disagree,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,agree,strongly disagree,agree,disagree,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
336,22,Female,Social worker/counsellor,,Other,private,Wakiso,Yes,daily,Fulltime,Single (never married),2,no,No,No,No,No,No,No,agree,agree,strongly agree.,somewhat agree,agree,agree,strongly agree.,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,somewhat agree,agree,agree,some of the time,some of the time,some of the time,
337,23,Male,Allied health professional,First aid,Laboratory,public,Kampala,Yes,daily,student,Single (never married),2,no,No,No,Yes,No,Yes,Yes,somewhat agree,agree,strongly agree.,agree,strongly agree.,agree,strongly agree.,somewhat disagree,disagree,somewhat agree,somewhat agree,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,most of the time,most of the time,most of the time,
338,24,Male,Allied health professional,Undergraduate clinical officer,Medical unit,private,Wakiso,Yes,daily,Fulltime,Single (never married),5+,Yes,Yes,No,Yes,No,Yes,Yes,agree,strongly agree.,strongly agree.,somewhat agree,somewhat agree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly disagree,more than half of the time,all of the time,all of the time,
339,22,Male,Allied health professional,,Laboratory,private,Kampala,Yes,daily,part time,Single (never married),None,no,Yes,Yes,Yes,Yes,Yes,Yes,agree,agree,agree,agree,strongly agree.,disagree,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,agree,disagree,strongly disagree,agree,all of the time,all of the time,all of the time,
340,31,Female,Social worker/counsellor,,Other,private,Wakiso ,Yes,daily,Fulltime,Single (never married),1,no,No,No,Unsure,No,No,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
341,31,Female,Social worker/counsellor,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Single (never married),2,Yes,No,No,No,No,No,No,agree,strongly agree.,strongly agree.,agree,agree,disagree,agree,strongly agree.,agree,agree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,neither agree nor disagree,all of the time,all of the time,all of the time,
342,26,Female,Allied health professional,MCO ,Medical unit,private,Wakiso ,Yes,daily,Fulltime,Single (never married),None,Yes,No,Yes,Yes,No,Yes,No,agree,agree,strongly agree.,somewhat agree,agree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,agree,somewhat agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,some of the time,at no time,at no time,
343,34,Female,Midwife,,maternity,public,Wakiso,Yes,daily,Fulltime,Married,1,no,No,No,No,No,Yes,No,strongly agree.,agree,strongly agree.,agree,strongly agree.,somewhat agree,strongly agree.,somewhat disagree,strongly agree.,strongly disagree,strongly disagree,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,less than half of the time,all of the time,more than half of the time,
344,35,Female,Midwife,,maternity,private,Wakiso,Yes,daily,Fulltime,Living with partner,None,Yes,No,No,No,No,Yes,No,somewhat disagree,agree,somewhat agree,somewhat agree,strongly agree.,agree,strongly agree.,somewhat agree,agree,agree,neither agree nor disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,some of the time,some of the time,some of the time,
345,35,Female,Administrative,,Other,private,Wakiso,Yes,rarely,Fulltime,Single (never married),5+,no,Yes,Yes,Yes,Yes,Yes,Yes,agree,agree,agree,agree,agree,disagree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,NA,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
346,34,Female,Nurse,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Living with partner,1,no,No,No,No,No,No,No,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,NA,most of the time,all of the time,
347,34,Female,Nurse,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Living with partner,1,no,No,No,No,No,No,No,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,NA,most of the time,all of the time,
348,29,Female,Allied health professional,Laboratory technician,Medical unit,private,Wakiso,Yes,daily,Fulltime,Living with partner,2,Yes,No,No,No,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,some of the time,at no time,at no time,
349,32,Male,Nurse,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Married,2,Yes,Yes,No,Unsure,Unsure,Yes,Yes,agree,agree,agree,disagree,agree,agree,agree,agree,agree,disagree,agree,agree,strongly agree.,strongly agree.,strongly agree.,agree,agree,disagree,disagree,disagree,some of the time,all of the time,all of the time,
350,35,Male,Nurse,,Medical unit,public,Wakiso/Entebbe,Yes,daily,Fulltime,Married,4,Yes,Yes,No,Unsure,Unsure,Yes,Yes,strongly disagree,somewhat agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat agree,somewhat agree,strongly disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,strongly disagree,somewhat agree,somewhat agree,less than half of the time,all of the time,all of the time,
351,35,Male,Social worker/counsellor,,Medical unit,public,Entebbe,Yes,more than one day per week,Fulltime,Living with partner,2,Yes,Yes,No,No,No,No,No,somewhat agree,somewhat disagree,somewhat agree,somewhat disagree,somewhat agree,neither agree nor disagree,somewhat agree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,disagree,somewhat agree,neither agree nor disagree,some of the time,some of the time,more than half of the time,
352,40,Female,Other,,Medical unit,public,Wakiso,No,NA,Fulltime,Married,4,no,No,No,No,NA,No,No,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,neither agree nor disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,less than half of the time,some of the time,some of the time,
