record_id,d_carer_b,consent,willing,d_age_i,gender,d_marital_c_u,d_edu_c_o,d_educ_other,d_chdn_i,d_region_c_o,d_hosp_c_u,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,s_alcohol_c_o,r_n95_c_o,r_surg_mask_c_o,r_fluid_gown_c_o,r_disp_apron_c_o,r_disp_gloves_c_o,r_full_suit_c_o,r_eye_prot_c_o,w_cheer_c_o,w_calm_c_o,w_active_c_o,w_rested_c_o,w_interest_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,e_c19_exp_c_o,e_risk_assess_c_o,e_risk_level_b,e_did_isolate_b,e_isolate_days_ch,e_exp_loc_c_u,e_c19_test_b,e_test_results_c_o,e_pos_mgmt_c_u
12,1,1,1,29,1,0,3,,4,2,2,4,4,1,6,2,0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,0,1,2,2,1,2,2,2,2,-2,-2,-1,3,3,4,3,0,2,3,4,3,3,3,0,0,2,1,-1,3,,,,,,0,,
2050,1,1,1,30,,1,3,,1,5,8,9,11,1,4,2,0,0,0,0,,,,,,,,,,,,0,-1,1,0,0,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,4,3,4,2,4,4,3,2,3,2,3,2,3,0,0,2,2,,,,,,0,,
1794,1,1,1,37,,0,4,,3,2,1,4,7,1,6,6,2,0,1,1,1,,,,,,,,,,,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,-2,4,3,4,2,4,4,2,3,2,2,2,2,1,2,-1,0,1,0,,,,1,,,
3886,1,1,1,33,1,1,4,,1,2,7,4,4,1,6,12,1,1,1,1,2,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,2,1,2,2,2,-1,2,1,2,2,2,2,2,-1,2,1,4,3,4,2,4,4,0,4,2,2,2,0,3,1,2,2,1,1,1,1,21,1,1,1,3
2543,1,1,1,39,2,2,4,,2,2,6,1,6,1,6,12,1,2,1,1,2,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,2,2,2,-1,2,2,2,1,1,1,1,2,0,2,2,0,0,2,4,3,4,2,3,4,4,4,2,2,2,1,2,0,1,2,1,1,2,,,1,1,0,
3566,1,1,1,30,2,2,5,,2,7,7,1,6,1,6,6,0,0,2,0,,,,,,,,,,,,2,2,2,2,1,2,2,2,-2,2,2,1,2,2,-2,2,2,1,2,2,-1,2,1,4,3,4,2,3,4,3,4,2,2,2,2,2,0,0,0,3,,,,,,1,0,
495,1,1,1,35,1,2,5,,2,7,4,1,1,1,6,5,0,0,1,1,2,0,1,1,1,1,0,1,1,1,1,1,-1,2,2,1,1,0,1,-1,1,0,0,2,2,1,1,2,2,0,0,1,-2,1,3,3,4,2,3,4,3,3,2,2,2,2,2,0,0,0,3,,,,,,1,0,
3328,1,1,1,72,2,2,4,,1,7,7,1,1,1,2,45,1,1,1,1,2,0,0,1,1,0,0,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,2,-1,4,3,4,2,3,4,2,4,3,3,3,3,3,2,2,2,1,1,1,1,7,1,1,0,
3969,1,1,1,30,2,2,6,,0,15,7,1,1,1,2,3,0,1,1,1,2,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,1,1,1,1,0,4,3,4,2,3,4,2,4,3,3,3,3,3,1,2,2,1,1,1,1,14,2,1,0,
2781,1,1,1,73,2,1,6,,0,6,8,1,1,2,0,40,1,1,1,0,,,,,,,,,,,,-1,-2,1,-1,-2,1,1,0,0,2,1,0,-2,-2,-2,1,2,2,2,2,0,1,1,4,3,4,2,3,4,2,4,3,3,3,3,3,-2,1,2,1,1,1,1,15,1,1,0,
1364,1,1,1,39,2,2,4,,3,2,2,9,13,1,6,11,0,1,1,1,2,0,1,0,1,1,0,1,1,1,1,2,1,2,1,2,2,2,1,0,2,2,-1,2,0,2,1,1,1,2,2,1,2,1,4,3,4,2,3,4,2,4,2,2,2,2,1,1,0,0,3,,,,,,0,,
3658,1,1,1,28,2,1,4,MBChB,0,14,7,1,7,1,1,2,0,0,1,1,1,,,,,,,,,,,1,2,2,2,2,2,2,1,-2,2,1,1,-1,1,1,1,2,2,1,1,-2,1,-2,3,3,4,2,3,4,2,3,3,3,3,2,2,1,1,2,2,,,,,,1,0,
570,1,1,1,27,2,1,4,,0,2,8,3,12,2,5,2,0,0,1,1,1,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,4,3,4,2,3,4,2,3,2,2,2,1,2,1,1,0,3,,,,,,0,,
4150,1,1,1,28,1,2,4,,1,2,2,1,2,2,6,3,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,0,4,3,4,2,3,4,2,3,2,2,2,1,1,2,1,-1,2,,,,,,0,,
1274,1,1,1,28,,1,4,MBChB,0,6,3,1,2,1,6,3,0,0,1,1,1,,,,,,,,,,,2,2,1,1,0,1,2,0,0,2,2,1,2,2,1,2,2,2,2,1,-2,2,2,4,3,4,2,3,4,2,2,2,2,2,2,3,2,1,2,3,,,,,,0,,
3925,1,1,1,27,1,0,5,professional degree,0,7,2,1,4,5,6,2,0,1,1,1,3,,,,,,,,,,,2,1,1,-1,1,2,1,1,-2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,4,3,4,2,3,4,2,2,2,2,2,2,3,2,2,1,3,,,,,,1,0,
3072,1,1,1,39,1,2,6,,3,2,7,1,3,1,6,14,1,0,1,1,3,,,,,,,,,,,1,1,2,2,1,1,2,2,-1,2,2,2,2,2,1,1,2,2,1,1,-1,1,1,4,3,4,2,3,4,2,2,2,2,2,2,2,1,2,2,3,,,,,,0,,
1500,1,1,1,25,,1,4,,0,7,1,3,7,2,4,1,0,0,2,0,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,2,2,0,-1,0,0,1,2,1,1,1,0,1,-2,4,3,4,2,3,4,2,2,2,2,2,2,2,0,1,0,3,,,,,,0,,
4601,1,1,1,31,1,2,4,,2,4,6,1,2,1,1,2,0,1,1,1,2,0,1,0,1,0,1,0,1,0,1,1,1,2,2,2,2,2,2,1,2,2,-1,2,2,2,2,2,2,2,2,-1,1,-2,4,3,4,2,3,4,2,2,2,2,2,2,1,1,-1,1,1,0,,,,1,1,0,
2839,1,1,1,34,2,2,4,,2,7,7,1,1,1,6,8,0,0,1,1,2,0,1,0,1,0,1,1,1,1,1,2,2,2,2,2,2,1,2,-2,2,2,1,2,2,0,1,2,2,1,1,-1,1,1,4,3,4,2,3,4,2,2,2,2,2,1,2,2,0,0,1,1,2,,,1,1,0,
3431,1,1,1,28,2,1,4,,0,7,8,9,11,1,6,4,0,0,0,0,,,,,,,,,,,,-2,-2,-1,-2,-2,2,1,-1,-1,2,-1,-2,-2,2,-2,2,2,1,-2,-2,-2,-2,2,4,3,4,2,3,4,0,4,3,3,2,2,3,-2,1,2,2,,,,,,0,,
1592,1,1,1,33,,2,5,,2,7,4,1,6,1,2,7,1,1,1,1,3,,,,,,,,,,,-1,-1,0,0,-1,0,1,2,1,2,1,0,-1,1,0,0,2,0,2,2,-2,2,-2,3,3,4,2,3,3,4,3,1,1,1,2,2,0,2,1,1,1,1,1,14,1,1,-1,
4636,1,1,1,28,1,1,4,,,7,4,2,1,2,4,4,0,0,1,1,1,,,,,,,,,,,1,1,2,1,2,2,2,1,-1,2,2,2,2,2,1,2,2,2,2,2,2,,0,3,3,4,2,3,3,3,3,1,1,1,1,1,1,1,1,2,,,,,,,,
4637,1,1,1,28,1,1,4,,,7,4,2,1,2,4,4,0,0,1,1,,,,,,,,,,,,1,1,2,1,2,2,2,1,-1,2,2,2,2,2,1,2,2,2,2,2,2,,0,3,3,4,2,3,3,3,3,1,1,1,1,1,1,1,1,2,,,,,,,,
3876,1,1,1,32,2,2,4,,2,2,2,1,2,1,6,7,0,2,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,1,2,2,0,0,2,1,1,2,-2,2,0,4,3,4,2,2,4,3,4,2,2,2,2,1,2,2,1,1,1,2,,,1,1,1,3
4422,1,1,1,40,2,2,4,,0,14,2,1,1,5,2,10,0,0,1,1,2,0,0,1,1,0,1,0,1,1,1,1,2,2,1,-1,-1,1,2,-2,1,2,1,2,1,2,2,2,1,1,1,-2,-2,0,4,3,4,2,2,4,3,2,3,3,2,3,2,2,1,1,1,1,1,0,,1,0,,
2642,1,1,1,57,1,,2,,2,7,4,3,7,1,2,8,1,1,1,1,3,,,,,,,,,,,-2,,2,2,2,2,2,2,2,2,2,,2,2,2,,2,2,2,2,2,2,2,4,3,4,2,2,4,3,2,2,3,3,3,3,2,2,2,,,,,,,1,0,
3059,1,1,1,58,2,,4,,,14,8,1,1,1,6,31,,2,0,1,3,,,,,,,,,,,-1,,2,1,1,1,2,2,2,2,,1,-2,1,1,2,2,,2,2,1,2,1,4,3,4,2,2,4,3,2,2,2,2,2,3,-2,2,2,2,,,,,,0,,
528,1,1,1,41,2,2,4,,3,15,4,9,11,1,6,17,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,-1,2,2,2,2,2,2,2,2,1,1,1,3,3,4,2,2,4,3,2,2,2,2,2,2,2,2,2,1,1,2,,,1,1,0,
4716,1,1,1,30,1,0,4,,0,7,2,1,2,1,6,4,0,0,1,0,,,,,,,,,,,,1,-1,1,1,0,1,0,1,0,2,1,1,1,1,0,1,2,2,1,2,0,0,1,4,3,4,2,2,4,3,2,2,2,2,2,1,2,-2,0,2,,,,,,1,0,
4120,1,1,1,32,2,2,4,,1,7,7,1,7,1,6,6,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,4,3,4,2,2,4,3,2,1,1,2,1,2,-1,1,1,1,1,2,,,1,1,0,
2493,1,1,1,30,2,2,4,,2,2,2,1,1,1,6,6,1,0,1,1,1,,,,,,,,,,,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,0,4,3,4,2,2,4,2,4,2,2,2,2,2,2,2,2,1,1,2,,,1,1,0,
2866,1,1,1,38,2,2,5,Post graduate ,2,6,6,1,6,1,6,11,0,1,0,0,,,,,,,,,,,,0,1,0,-2,-1,-1,1,2,-2,1,1,1,2,2,-2,1,2,1,2,2,0,2,1,4,3,4,2,2,4,2,4,2,2,2,2,2,0,0,0,3,,,,,,0,,
1613,1,1,1,59,,0,5,,2,15,4,1,6,2,6,34,0,0,1,1,3,,,,,,,,,,,1,1,0,-1,,2,2,2,0,2,1,2,1,2,-1,1,2,2,2,2,-1,2,1,4,3,4,2,2,4,2,4,2,2,2,2,2,-1,0,1,1,1,1,0,,1,1,,
149,1,1,1,26,1,1,4,,0,7,3,1,1,1,2,3,0,2,2,0,,,,,,,,,,,,0,-1,1,1,0,2,2,1,1,1,1,-1,0,1,-1,1,1,1,2,1,1,1,0,4,3,4,2,2,4,2,4,1,1,1,0,2,0,1,1,3,,,,,,0,,
330,1,1,1,27,2,1,4,,0,6,3,1,2,1,6,2,0,0,1,0,,,,,,,,,,,,2,1,-2,-2,1,2,1,2,-1,2,2,1,2,2,2,1,2,2,2,2,0,2,1,4,3,4,2,2,4,2,3,3,3,3,3,2,1,1,0,3,,,,,,0,,
4584,1,1,1,40,2,2,5,,0,3,3,1,2,1,6,18,0,0,1,0,,,,,,,,,,,,1,1,2,1,0,0,0,2,1,2,1,0,1,2,0,0,2,1,0,1,0,2,1,4,3,4,2,2,4,2,3,3,2,3,2,1,1,0,1,2,,,,,,0,,
4027,1,1,1,35,1,2,4,,0,2,2,1,5,2,6,10,1,1,1,1,2,0,1,0,1,1,0,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,0,2,2,1,1,2,-2,2,1,4,3,4,2,2,4,2,3,2,3,2,2,2,2,1,-1,1,1,2,,,1,1,1,3
2346,1,1,1,52,,2,5,,2,2,2,2,6,1,6,28,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,2,2,1,1,2,2,2,1,-2,2,2,1,2,,2,1,2,2,2,2,-1,2,1,4,3,4,2,2,4,2,3,2,3,2,1,2,2,1,0,1,,,,,1,1,0,
500,1,1,1,31,2,2,4,,3,4,3,4,4,1,6,10,1,0,1,0,,,,,,,,,,,,1,1,2,0,1,2,2,2,-1,2,2,1,1,2,0,2,2,1,2,2,2,2,0,4,3,4,2,2,4,2,3,2,2,3,2,2,1,0,1,3,,,,,,0,,
2624,1,1,1,37,2,1,5,,0,7,7,1,7,4,6,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,4,3,4,2,2,4,2,3,2,2,2,2,2,1,1,1,2,,,,,,1,0,
633,1,1,1,35,1,1,4,,0,15,6,1,6,1,6,7,0,1,1,1,2,1,0,1,1,0,1,0,1,1,1,-1,-1,2,2,1,1,0,-2,1,2,2,1,1,1,2,1,2,1,-2,2,-2,-2,-1,4,3,4,2,2,4,2,3,2,2,2,1,3,-1,2,2,1,1,2,,,1,1,1,3
2521,1,1,1,36,1,2,5,,3,2,2,1,2,3,6,8,0,0,1,0,,,,,,,,,,,,1,1,0,-1,-1,0,1,2,1,2,2,0,2,2,2,2,2,1,2,2,0,2,0,4,3,4,2,2,4,2,3,2,2,2,1,2,1,1,0,1,0,,,,1,0,,
2894,1,1,1,40,1,2,5,,2,2,1,1,7,1,6,13,0,2,1,1,2,0,0,1,1,0,0,0,1,1,1,-2,-2,-1,-2,-2,-2,-1,2,-2,2,1,1,-2,-2,-2,1,2,1,1,1,1,2,1,4,3,4,2,2,4,2,3,2,2,2,1,2,-2,2,2,1,0,,,,1,0,,
3976,1,1,1,55,2,2,5,,3,5,2,9,7,1,6,30,1,1,1,1,2,0,1,1,1,1,0,0,1,1,1,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,1,1,2,1,1,1,-2,2,2,4,3,4,2,2,4,2,2,3,3,3,3,2,2,1,1,1,1,1,1,14,2,0,,
3850,1,1,1,42,1,2,4,,3,2,2,2,2,1,6,19,0,0,1,1,1,,,,,,,,,,,2,2,1,1,2,2,2,2,-1,2,1,1,2,0,2,0,2,2,2,2,-1,0,0,4,3,4,2,2,4,2,2,3,3,3,3,1,0,0,-1,2,,,,,,0,,
4555,1,1,1,31,2,1,2,Certificate ,0,12,5,9,9,2,6,3,0,0,0,0,,,,,,,,,,,,-2,-2,2,2,1,2,1,2,1,2,2,2,0,2,1,2,2,2,2,2,1,2,2,4,3,4,2,2,4,2,2,3,3,2,3,3,-1,2,2,3,,,,,,0,,
3808,1,1,1,52,1,1,4,,4,4,9,5,6,2,0,25,1,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-1,-2,-2,4,3,4,2,2,4,2,2,2,3,3,3,3,2,2,2,1,0,,,,3,0,,
3807,1,1,1,52,,1,4,,4,4,9,5,6,2,0,25,1,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-1,-2,-2,4,3,4,2,2,4,2,2,2,3,3,3,3,2,2,2,1,0,,,,3,,,
1512,1,1,1,28,,1,3,,0,7,2,9,11,5,1,40,0,1,1,0,,,,,,,,,,,,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,4,3,4,2,2,4,2,2,2,3,3,3,1,2,0,0,2,,,,,,0,,
2926,1,1,1,31,2,2,4,,1,14,6,2,4,1,6,2,0,0,1,1,2,0,0,1,1,0,0,0,1,0,1,1,1,-1,1,2,1,2,2,-1,2,1,1,1,2,2,1,2,2,1,2,-2,0,1,4,3,4,2,2,4,2,2,2,2,2,3,3,1,1,1,1,1,1,0,,1,1,0,
4518,1,1,1,36,2,2,5,,3,14,6,2,7,1,6,5,1,1,1,1,1,,,,,,,,,,,-1,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,4,3,4,2,2,4,2,2,2,2,2,2,3,2,2,2,1,0,,,,1,0,,
3933,1,1,1,27,1,0,5,Professional degree,0,7,2,1,4,5,6,2,0,0,1,1,3,,,,,,,,,,,2,1,1,-1,1,2,1,1,-2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,4,3,4,2,2,4,2,2,2,2,2,2,3,2,2,1,3,,,,,,1,0,
3160,1,1,1,31,1,2,5,Postgraduate,3,5,2,1,3,2,6,5,0,0,1,0,,,,,,,,,,,,2,2,0,2,1,1,1,1,-1,2,0,1,2,1,1,2,2,0,-1,-2,1,2,0,4,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,3,,,,,,0,,
4450,1,1,1,28,1,1,4,,0,13,3,1,7,1,6,2,0,0,1,0,,,,,,,,,,,,2,2,1,1,1,1,1,2,0,2,2,1,2,1,1,1,2,2,1,1,0,2,2,4,3,4,2,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,0,,1,1,0,
2555,1,1,1,29,1,2,4,,2,2,2,1,2,1,2,4,0,0,1,0,,,,,,,,,,,,1,0,1,1,-2,1,0,1,-1,2,1,0,2,-1,0,2,2,2,2,2,2,1,1,4,3,4,2,2,4,2,2,2,2,2,2,2,1,1,2,2,,,,,,0,,
4535,1,1,1,28,1,2,6,,0,7,7,1,4,2,1,3,0,0,1,0,,,,,,,,,,,,0,0,-1,1,1,2,1,1,0,2,1,-1,-1,-2,-2,2,1,1,1,1,1,1,-2,4,3,4,2,2,4,2,2,2,2,2,2,2,1,1,1,2,,,,,,0,,
2281,1,1,1,56,,2,5,,,6,4,1,6,1,6,24,1,2,1,1,2,0,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,-1,1,0,4,3,4,2,2,4,2,2,2,2,2,2,2,,2,2,3,,,,,,1,1,3
836,1,1,1,29,1,2,5,,0,7,2,1,1,1,2,3,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,-1,2,1,0,2,2,0,1,1,1,1,1,1,1,0,4,3,4,2,2,4,2,2,2,2,2,2,1,1,0,0,2,,,,,,0,,
1497,1,1,1,27,,2,5,,0,7,7,,12,5,4,4,0,0,1,2,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,-2,2,2,4,3,4,2,2,4,2,2,2,2,2,1,2,2,2,1,3,,,,,,0,,
4633,1,1,1,40,2,2,5,Post MBChB,2,1,4,1,6,1,6,14,1,0,1,1,1,,,,,,,,,,,1,1,2,1,1,1,-1,1,-1,2,1,1,1,2,1,-1,2,0,2,2,-1,2,0,4,3,4,2,2,4,2,2,2,2,2,1,2,1,1,0,1,1,1,0,,1,0,,
2602,1,1,1,32,2,1,4,,0,2,5,1,1,1,6,5,0,0,1,1,3,,,,,,,,,,,-2,-1,1,-1,-1,1,1,2,0,2,1,1,2,0,0,1,2,1,2,2,0,2,-1,3,3,4,2,2,4,2,2,2,2,2,1,2,-2,1,1,3,,,,,,0,,
4369,1,1,1,34,2,1,4,,0,16,6,1,1,1,2,3,0,0,1,1,1,,,,,,,,,,,0,-1,2,2,1,2,2,2,-2,2,-1,-1,-1,-1,-1,2,2,2,2,2,0,2,2,4,3,4,2,2,4,2,2,2,1,2,1,1,0,0,-1,2,,,,,,0,,
4410,1,1,1,38,1,2,4,,3,7,1,2,4,1,6,8,1,0,1,1,2,1,1,0,1,0,1,0,1,1,1,1,1,1,2,2,2,2,1,-2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,4,3,4,2,2,4,2,2,1,2,2,1,2,1,2,2,1,1,1,0,,1,1,0,
2971,1,1,1,26,2,1,4,,0,15,4,2,7,1,6,2,0,1,1,1,2,2,0,1,1,0,0,0,1,0,1,1,1,2,-2,-1,1,2,2,-1,2,1,-2,2,1,1,2,2,2,2,2,-2,2,2,4,3,4,2,2,4,2,0,2,2,2,2,2,2,1,-2,1,0,,,,1,1,0,
2529,1,1,1,33,2,2,3,,2,6,6,9,1,2,6,3,1,1,1,1,1,,,,,,,,,,,2,0,2,-1,2,2,2,0,-2,2,2,1,2,2,1,2,2,2,2,2,-1,1,1,4,3,4,2,2,4,0,4,2,2,2,1,2,2,1,1,2,,,,,,0,,
2231,,,,65,,2,5,,2,2,7,1,1,1,6,25,1,0,1,0,,,,,,,,,,,,-1,-1,2,2,1,2,2,2,-2,2,2,2,-2,2,1,2,2,2,1,1,0,-2,2,4,3,4,2,2,4,0,2,3,3,3,3,3,-1,2,2,3,,,,,,0,,
4724,1,1,1,29,2,2,6,,0,6,7,1,1,1,2,4,0,0,1,1,1,,,,,,,,,,,1,-1,-1,-1,0,1,1,1,0,1,1,-1,0,1,-1,-1,2,0,2,1,0,2,-1,4,3,4,2,2,4,0,2,2,2,2,1,2,0,1,1,2,,,,,,0,,
4233,1,1,1,33,2,1,4,,0,6,6,1,2,1,6,8,1,0,1,0,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,-2,-2,2,4,3,4,2,2,4,0,0,2,2,2,2,2,2,2,2,2,,,,,,0,,
2195,1,1,1,34,,2,4,,2,2,2,4,4,1,6,10,1,1,1,1,1,,,,,,,,,,,0,0,1,1,2,1,2,2,-1,2,2,1,2,1,1,2,2,1,1,2,0,2,2,4,3,4,2,2,3,3,4,0,0,1,0,1,2,0,1,1,1,1,0,,1,1,1,3
1143,1,1,1,38,2,0,4,,4,7,2,3,12,1,6,4,1,1,1,1,3,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,4,3,4,2,2,3,2,3,3,2,2,2,2,2,1,2,,,,,,,1,1,2
2771,1,1,1,36,2,2,4,,0,5,1,1,4,1,6,2,0,0,1,1,1,,,,,,,,,,,1,1,1,1,-1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,-2,2,2,3,3,4,2,2,3,2,2,2,2,2,1,2,1,1,1,3,,,,,,1,0,
671,1,1,1,32,2,1,5,,0,7,7,3,12,1,6,8,1,1,1,1,2,0,1,1,1,1,0,0,0,1,0,1,1,1,1,2,1,2,1,0,2,1,1,2,2,1,2,2,2,1,2,0,1,-1,4,3,4,2,2,2,2,3,1,2,1,1,1,1,0,2,,,,,,,1,0,
1452,1,1,1,27,,1,4,,0,2,6,3,12,1,3,2,0,0,2,0,,,,,,,,,,,,0,1,1,1,0,1,2,1,0,2,1,0,1,1,-1,1,2,2,2,2,0,2,0,4,3,4,2,2,2,2,2,1,0,1,1,2,-1,0,0,3,,,,,,0,,
3918,1,1,1,40,1,2,5,,2,2,1,1,7,1,6,13,0,0,1,1,3,,,,,,,,,,,-2,-2,1,-1,-1,-2,1,1,-2,-1,-1,1,-2,-2,-2,1,2,1,1,1,1,2,-1,4,3,4,2,0,4,2,3,2,2,2,2,3,-2,2,2,1,0,,,,1,0,,
1119,1,1,1,31,2,1,4,,0,7,8,1,7,1,6,4,0,0,1,1,1,,,,,,,,,,,1,1,1,1,1,2,2,2,1,2,2,1,0,2,1,2,2,2,2,2,0,1,2,4,3,4,2,0,4,2,2,2,2,2,2,3,1,2,2,1,0,,,,1,1,0,
737,1,1,1,38,2,2,5,,3,7,8,1,7,1,2,12,0,0,0,0,,,,,,,,,,,,1,1,-1,-2,1,1,-2,-2,1,1,-1,-1,-2,-1,-1,1,2,1,1,1,0,1,1,4,3,4,2,0,4,0,3,1,2,1,1,2,-2,1,1,3,,,,,,0,,
2857,1,1,1,32,2,2,6,,1,15,6,1,6,1,6,4,0,1,1,1,1,,,,,,,,,,,1,1,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,-1,2,-2,-1,0,1,4,3,4,2,0,4,0,2,1,1,3,2,2,0,0,-2,1,0,,,,1,1,1,3
3357,1,1,1,28,1,2,5,,1,7,2,1,1,2,6,1,1,1,1,1,2,1,1,0,1,0,0,0,1,1,1,-1,-1,0,0,-1,-2,-1,-1,-1,-2,-1,0,-1,-1,0,-1,-2,-2,-2,-2,-1,-2,-1,3,3,4,2,0,3,2,2,2,2,2,1,1,-1,-1,-1,1,0,,,,1,,,
3169,1,1,1,35,2,2,5,MemberGCS,3,2,6,1,2,2,6,10,0,0,1,1,2,0,1,0,1,0,1,0,1,1,1,2,2,2,2,2,2,2,2,-2,2,2,1,2,2,2,2,2,2,2,2,-2,2,1,4,3,4,0,4,4,3,4,3,3,3,3,3,2,2,2,1,1,1,1,14,1,1,0,
562,1,1,1,31,2,1,5,,0,14,4,1,4,1,6,5,0,0,1,1,2,1,0,1,1,0,0,0,1,0,1,1,2,2,2,1,2,2,2,-2,2,2,1,2,2,2,2,2,2,2,2,-2,-2,1,4,3,4,0,4,4,0,3,3,3,3,1,2,-1,1,2,1,1,2,,,,1,0,
540,1,1,1,47,1,2,5,,1,2,8,4,6,1,6,15,0,0,1,0,,,,,,,,,,,,-1,0,-2,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,4,3,4,0,4,4,0,2,0,1,1,0,1,-2,0,0,2,,,,,,1,0,
539,1,1,1,47,,2,5,,1,2,8,4,6,1,6,15,0,0,1,0,,,,,,,,,,,,-1,0,-2,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,4,3,4,0,4,4,0,2,0,,1,0,1,-2,0,0,2,,,,,,1,0,
3651,1,1,1,62,2,2,5,,2,7,8,1,7,3,5,20,1,0,0,0,,,,,,,,,,,,1,-2,2,0,0,1,1,2,2,2,1,0,1,1,0,1,2,1,1,2,-1,1,1,4,3,4,0,3,4,0,2,3,3,3,3,3,-1,1,1,2,,,,,,0,,
3406,1,1,1,28,2,1,4,,0,7,8,9,11,1,6,4,0,0,1,1,3,,,,,,,,,,,1,1,2,2,1,2,2,2,0,2,2,1,-2,1,-2,2,2,2,1,1,-1,1,1,4,3,4,0,2,4,3,4,2,2,2,2,3,-2,2,2,2,,,,,,0,,
3906,1,1,1,39,2,2,4,Medical school,2,13,3,1,1,1,6,6,2,0,1,2,,,,,,,,,,,,2,2,2,1,2,1,1,1,1,2,2,2,2,2,-1,1,2,2,1,2,0,2,0,4,3,4,0,2,4,2,3,2,2,2,1,1,1,1,1,3,,,,,,0,,
3660,1,1,1,34,2,2,4,,2,15,6,2,2,1,6,8,1,0,1,0,,,,,,,,,,,,1,1,1,1,2,1,1,2,-1,2,1,1,2,1,1,2,2,2,2,2,-2,2,0,4,3,4,0,2,4,0,4,3,3,2,2,2,1,0,0,3,,,,,,1,0,
