d_carer_b,consent,willing,d_region_c_o,d_age_i,d_gender,d_edu_c_o,d_hosp_c_u,d_marital_c_u,d_chdn_i,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,b_manage,b_honest_manage,b_dir_interest,d_media_covid_v2,i_journals
Yes,Yes,Yes,Yaounde,49,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Fulltime,More than 15 years,No,No,Yes,No,NA,NA,NA,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,2,2,2,2,2,1,NA
Yes,Yes,Yes,Yaounde,41,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),More than 5,Nurse,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,2,2,2,-2,1,1,1,NA
Yes,Yes,Yes,Yaounde,39,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),4,Nurse,Medical Unit,Almost every day of the month,Fulltime,11 to 15 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,2,2,2,-2,1,1,1,NA
Yes,Yes,Yes,Yaounde,33,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),4,Nurse,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,2,2,2,-2,1,1,1,NA
Yes,Yes,Yes,Douala,32,Female,High School Diploma,Lucrative private health Facility,Living alone,2,Non clinical,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,1,1,0,-2,2,2,2,NA
NA,Yes,Yes,Douala,39,Male,High School Diploma,Lucrative private health Facility,Living alone,1,Non clinical,Other,No more than three days during each week,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,1,1,1,0,2,2,2,NA
Yes,Yes,Yes,Douala,25,Female,First University Degree,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Part time,2 to 5  years,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,0,1,-1,-2,1,1,2,NA
Yes,Yes,Yes,NA,26,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,0,1,-2,-2,1,1,1,NA
Yes,Yes,Yes,Douala,25,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),1,Nurse,Pediatric,Almost every day of the month,Fulltime,2 to 5  years,Yes,No,Unsure,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,1,1,-2,1,1,2,4,NA
Yes,Yes,Yes,Douala,37,Male,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),3,Medical Doctor,Medical Unit,Almost every day of the month,Fulltime,2 to 5  years,Yes,No,Yes,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,1,1,0,2,2,2,4,NA
Yes,Yes,Yes,Douala,42,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Nurse,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,Yes,No,Unsure,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1,1,-2,1,2,2,3,NA
NA,Yes,Yes,Douala,35,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),5,Physician Assistant,Emergency,Never,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,2,2,2,-2,2,2,1,NA
Yes,Yes,Yes,Yaounde,29,Female,Masters,Unlucrative private Health facility,Living with another (Married - Partnership),3,Medical Doctor,Emergency,Almost every day of the month,Part time,More than 15 years,Yes,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,2,2,1,NA
Yes,Yes,Yes,Yaounde,41,Female,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living with another (Married - Partnership),3,Allied health professionals,Outpatient department,Almost every day of the month,Prefer not to say,11 to 15 years,No,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,-2,2,2,2,1,1,NA
Yes,Yes,Yes,Yaounde,29,Male,Masters,Unlucrative private Health facility,Living with another (Married - Partnership),2,Medical Doctor,Emergency,Almost every day of the month,Fulltime,2 to 5  years,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,2,2,1,NA
Yes,Yes,Yes,Yaounde,35,Male,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living alone,1,Non clinical,Other,Almost every day of the month,Part time,2 to 5  years,No,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,2,2,1,NA
Yes,Yes,Yes,Yaounde,21,Male,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living alone,2,Non clinical,Other,Almost every day of the month,Prefer not to say,< 1 year,No,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,2,1,1,NA
Yes,Yes,Yes,Yaounde,27,Female,First University Degree,Unlucrative private Health facility,Prefer not to say,2,Allied health professionals,Outpatient department,Almost every day of the month,Part time,2 to 5  years,No,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-2,2,2,2,1,1,1,NA
Yes,Yes,Yes,Yaounde,20,Female,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living alone,1,Allied health professionals,Other,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,1,0,1,NA
Yes,Yes,Yes,Yaounde,30,Female,First University Degree,Unlucrative private Health facility,Prefer not to say,3,Allied health professionals,Outpatient department,Almost every day of the month,Prefer not to say,< 1 year,No,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,2,1,1,NA
Yes,Yes,Yes,Yaounde,37,Female,First University Degree,Unlucrative private Health facility,Living alone,3,Allied health professionals,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,2,1,1,NA
Yes,Yes,Yes,Yaounde,62,Female,First University Degree,Unlucrative private Health facility,Living with another (Married - Partnership),2,Midwife,Maternity,Almost every day of the month,Part time,More than 15 years,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,2,1,1,NA
Yes,Yes,Yes,Yaounde,23,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Nurse,Matches the job that you do Surgical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,Yes,No,No,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,-2,-2,-2,1,NA
Yes,Yes,Yes,Yaounde,26,Female,High School Diploma,Lucrative private health Facility,Living alone,2,Nurse,Matches the job that you do Surgical Unit,Almost every day of the month,Prefer not to say,< 1 year,No,No,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,-2,2,1,0,2,2,1,NA
Yes,Yes,Yes,Yaounde,65,Male,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),More than 5,Allied health professionals,Outpatient department,Almost every day of the month,Fulltime,More than 15 years,Yes,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,2,2,2,-2,-2,-2,1,NA
Yes,Yes,Yes,Yaounde,32,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Health Assistants,Disease Control,Never,Fulltime,2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,2,1,-2,-1,2,1,NA
NA,Yes,Yes,Yaounde,44,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),3,Medical Doctor,Medical Unit,Never,Fulltime,2 to 5  years,No,No,No,No,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,2,1,2,-2,-2,-2,1,NA
Yes,Yes,Yes,Yaounde,29,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),4,Nurse,Maternity,Never,Fulltime,6 to 10 years,Yes,Yes,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2,1,1,-1,1,2,1,NA
Yes,NA,Yes,Yaounde,24,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),2,Nurse,Outpatient department,Never,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2,1,1,-2,-2,2,1,NA
NA,Yes,Yes,Yaounde,40,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),5,Allied health professionals,Medical Unit,Never,Fulltime,2 to 5  years,Yes,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,2,1,1,2,2,1,NA
NA,Yes,Yes,Yaounde,27,Male,Masters,Lucrative private health Facility,Living with another (Married - Partnership),3,Medical Doctor,Disease Control,Never,Fulltime,2 to 5  years,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,-2,-2,1,2,1,2,1,NA
Yes,Yes,Yes,Yaounde,20,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Disease Control,Almost every day of the month,Voluntary,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,2,2,-2,-2,-2,-2,1,NA
Yes,Yes,Yes,Yaounde,21,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Medical Unit,Almost every day of the month,Voluntary,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,-2,2,2,1,NA
Yes,Yes,Yes,Yaounde,45,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Fulltime,11 to 15 years,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,1,1,1,-2,2,2,4,NA
Yes,Yes,Yes,Yaounde,46,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Allied health professionals,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,NA,1,1,0,-2,1,1,4,NA
Yes,Yes,Yes,Yaounde,32,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),3,Allied health professionals,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,2,2,2,-1,1,2,2,NA
